id,origin_iata,destination_iata,departure_time_local,arrival_time_local,main_airline,all_airlines,duration_iso8601,duration_minutes,num_stops,emissions_raw,emissions_co2e_kg,price,extracted_at
49r34p3f,FOR,CNF,03:50,19:10,LATAM,LATAM,PT15H20M,920,1,262 kg de CO2e 57% mais emissões,262,1.421,"06/01/2026, 21:49:16"
ZQGg7MEZ,FOR,CNF,06:00,22:10,LATAM,LATAM,PT16H10M,970,1,264 kg de CO2e 58% mais emissões,264,1.449,"06/01/2026, 21:49:16"
FrhjnvtE,FOR,CNF,06:00,23:25,LATAM,LATAM,PT17H25M,1045,1,264 kg de CO2e 58% mais emissões,264,1.449,"06/01/2026, 21:49:16"
nX7DCuBW,FOR,CNF,06:00,13:55,AZUL,AZUL,PT7H55M,475,1,230 kg de CO2e 38% mais emissões,230,1.474,"06/01/2026, 21:49:16"
WdYRXmpP,FOR,CNF,06:00,14:50,AZUL,AZUL,PT8H50M,530,1,230 kg de CO2e 38% mais emissões,230,1.565,"06/01/2026, 21:49:16"
DzX7KTMM,FOR,CNF,10:10,14:50,AZUL,AZUL,PT4H40M,280,1,228 kg de CO2e 37% mais emissões,228,1.565,"06/01/2026, 21:49:16"
QZHrDjQY,FOR,CNF,03:15,09:05,AZUL,AZUL,PT5H50M,350,1,278 kg de CO2e 66% mais emissões,278,1.583,"06/01/2026, 21:49:16"
4YGKi82f,FOR,CNF,03:15,10:50,AZUL,AZUL,PT7H35M,455,1,278 kg de CO2e 66% mais emissões,278,1.583,"06/01/2026, 21:49:16"
ZMpyyC4C,FOR,CNF,03:15,13:20,AZUL,AZUL,PT10H5M,605,1,278 kg de CO2e 66% mais emissões,278,1.583,"06/01/2026, 21:49:16"
aH5ex69s,FOR,CNF,03:15,15:40,AZUL,AZUL,PT12H25M,745,1,278 kg de CO2e 66% mais emissões,278,1.583,"06/01/2026, 21:49:16"
oAbKUjma,FOR,CNF,01:45,06:55,GOL,GOL,PT5H10M,310,1,239 kg de CO2e 43% mais emissões,239,1.596,"06/01/2026, 21:49:16"
KafdKjNC,FOR,CNF,01:45,08:35,GOL,GOL,PT6H50M,410,1,231 kg de CO2e 38% mais emissões,231,1.596,"06/01/2026, 21:49:16"
Buq3PGZg,FOR,CNF,18:20,05:35+1,GOL,GOL,PT11H15M,675,1,254 kg de CO2e 52% mais emissões,254,1.596,"06/01/2026, 21:49:16"
VbNzNiXa,FOR,CNF,04:05,07:10+1,AZUL,AZUL,PT27H5M,1625,1,303 kg de CO2e 81% mais emissões,303,1.606,"06/01/2026, 21:49:16"
efcw4nkD,FOR,CNF,10:30,19:55,LATAM,LATAM,PT9H25M,565,1,265 kg de CO2e 59% mais emissões,265,1.623,"06/01/2026, 21:49:16"
hmrhcDbB,FOR,CNF,10:30,22:10,LATAM,LATAM,PT11H40M,700,1,265 kg de CO2e 59% mais emissões,265,1.623,"06/01/2026, 21:49:16"
VSXHKBRH,FOR,CNF,12:50,22:40,AZUL,AZUL,PT9H50M,590,1,242 kg de CO2e 45% mais emissões,242,1.629,"06/01/2026, 21:49:16"
PcYtJisT,FOR,CNF,10:30,19:10,LATAM,LATAM,PT8H40M,520,1,262 kg de CO2e 57% mais emissões,262,1.656,"06/01/2026, 21:49:16"
SLS2YVpW,FOR,CNF,20:05,07:20+1,LATAM,LATAM,PT11H15M,675,1,264 kg de CO2e 58% mais emissões,264,1.685,"06/01/2026, 21:49:16"
eu28bKS6,FOR,CNF,11:30,14:20,AZUL,AZUL,PT2H50M,170,0,169 kg de CO2e Média de emissões,169,1.708,"06/01/2026, 21:49:16"
K9zsJYzD,FOR,CNF,12:50,21:15,AZUL,AZUL,PT8H25M,505,1,242 kg de CO2e 45% mais emissões,242,1.735,"06/01/2026, 21:49:16"
jqSSGahr,FOR,CNF,02:25,08:35,LATAM,LATAM | GOL,PT6H10M,370,1,231 kg de CO2e 38% mais emissões,231,1.774,"06/01/2026, 21:49:16"
Q2GhRyCc,FOR,CNF,18:15,21:00,AZUL,AZUL,PT2H45M,165,0,169 kg de CO2e Média de emissões,169,1.808,"06/01/2026, 21:49:16"
k7t7fd4C,FOR,CNF,11:05,17:20,GOL,GOL,PT6H15M,375,1,212 kg de CO2e 27% mais emissões,212,1.846,"06/01/2026, 21:49:17"
2NpECu64,FOR,CNF,04:35,11:50,GOL,GOL | AZUL,PT7H15M,435,1,225 kg de CO2e 35% mais emissões,225,1.879,"06/01/2026, 21:49:17"
bcqjtmuy,FOR,CNF,04:35,17:35,GOL,GOL,PT13H0M,780,2,309 kg de CO2e 85% mais emissões,309,1.915,"06/01/2026, 21:49:17"
fvLFCxNm,FOR,CNF,17:20,22:20,GOL,GOL,PT5H0M,300,1,197 kg de CO2e 18% mais emissões,197,1.915,"06/01/2026, 21:49:17"
4LpPAmoY,FOR,CNF,22:25,10:00+1,GOL,GOL,PT11H35M,695,2,317 kg de CO2e 90% mais emissões,317,1.915,"06/01/2026, 21:49:17"
XGNFPVkq,FOR,CNF,22:25,10:30+1,GOL,GOL,PT12H5M,725,1,232 kg de CO2e 39% mais emissões,232,1.915,"06/01/2026, 21:49:17"
RTpGZYyG,FOR,CNF,02:10,10:30,GOL,GOL,PT8H20M,500,1,232 kg de CO2e 39% mais emissões,232,1.951,"06/01/2026, 21:49:17"
GryAL492,FOR,CNF,04:35,11:40,GOL,GOL,PT7H5M,425,1,253 kg de CO2e 51% mais emissões,253,1.951,"06/01/2026, 21:49:17"
2q5oEX4p,FOR,CNF,04:35,17:35,GOL,GOL,PT13H0M,780,1,236 kg de CO2e 41% mais emissões,236,1.951,"06/01/2026, 21:49:17"
mtJPGnhr,FOR,CNF,11:05,22:20,GOL,GOL,PT11H15M,675,1,212 kg de CO2e 27% mais emissões,212,1.951,"06/01/2026, 21:49:17"
aqYnrpAm,FOR,CNF,14:05,22:35,GOL,GOL,PT8H30M,510,1,253 kg de CO2e 51% mais emissões,253,1.951,"06/01/2026, 21:49:17"
25zxQkx4,FOR,CNF,16:45,22:20,GOL,GOL,PT5H35M,335,1,239 kg de CO2e 43% mais emissões,239,1.951,"06/01/2026, 21:49:17"
ckaDyEmv,FOR,CNF,04:05,18:35,AZUL,AZUL,PT14H30M,870,1,306 kg de CO2e 83% mais emissões,306,1.993,"06/01/2026, 21:49:17"
6NUZG8KX,FOR,CNF,04:05,19:50,AZUL,AZUL,PT15H45M,945,1,306 kg de CO2e 83% mais emissões,306,1.993,"06/01/2026, 21:49:17"
d4LZ9sNq,FOR,CNF,04:05,21:25,AZUL,AZUL,PT17H20M,1040,1,318 kg de CO2e 90% mais emissões,318,1.993,"06/01/2026, 21:49:17"
mfw9Rt8M,FOR,CNF,04:05,07:20+1,AZUL,AZUL,PT27H15M,1635,1,304 kg de CO2e 82% mais emissões,304,1.993,"06/01/2026, 21:49:17"
RPRqHyTG,FOR,CNF,19:45,05:20+1,AZUL,AZUL,PT9H35M,575,1,230 kg de CO2e 38% mais emissões,230,2.041,"06/01/2026, 21:49:17"
Fn5gmdjL,FOR,CNF,03:15,22:40,AZUL,AZUL,PT19H25M,1165,1,278 kg de CO2e 66% mais emissões,278,2.08,"06/01/2026, 21:49:18"
5UAubNqi,FOR,CNF,03:15,07:30+1,AZUL,AZUL,PT28H15M,1695,1,276 kg de CO2e 65% mais emissões,276,2.08,"06/01/2026, 21:49:18"
MCMQsboM,FOR,CNF,06:00,05:20+1,AZUL,AZUL,PT23H20M,1400,1,230 kg de CO2e 38% mais emissões,230,2.08,"06/01/2026, 21:49:18"
5hjsVdNS,FOR,CNF,10:10,05:20+1,AZUL,AZUL,PT19H10M,1150,1,228 kg de CO2e 37% mais emissões,228,2.08,"06/01/2026, 21:49:18"
WHsFEtMQ,FOR,CNF,11:05,05:20+1,AZUL,AZUL,PT18H15M,1095,1,230 kg de CO2e 38% mais emissões,230,2.08,"06/01/2026, 21:49:18"
RtZ8uSs4,FOR,CNF,12:50,07:30+1,AZUL,AZUL,PT18H40M,1120,1,240 kg de CO2e 44% mais emissões,240,2.08,"06/01/2026, 21:49:18"
cAj2hysa,FOR,CNF,12:50,09:05+1,AZUL,AZUL,PT20H15M,1215,1,242 kg de CO2e 45% mais emissões,242,2.08,"06/01/2026, 21:49:18"
6eMA3FBR,FOR,CNF,12:50,10:50+1,AZUL,AZUL,PT22H0M,1320,1,240 kg de CO2e 44% mais emissões,240,2.08,"06/01/2026, 21:49:18"
MfTrzGEN,FOR,CNF,12:50,13:20+1,AZUL,AZUL,PT24H30M,1470,1,242 kg de CO2e 45% mais emissões,242,2.08,"06/01/2026, 21:49:18"
eY8cLS3y,FOR,CNF,15:45,05:20+1,AZUL,AZUL,PT13H35M,815,1,230 kg de CO2e 38% mais emissões,230,2.08,"06/01/2026, 21:49:18"
eDMRMe9P,FOR,CNF,03:50,11:45,LATAM,LATAM | AZUL,PT7H55M,475,1,284 kg de CO2e 70% mais emissões,284,2.101,"06/01/2026, 21:49:18"
5QXg9rws,FOR,CNF,12:10,19:55,GOL,GOL,PT7H45M,465,1,196 kg de CO2e 17% mais emissões,196,2.171,"06/01/2026, 21:49:18"
PPXZ8GDv,FOR,CNF,10:10,18:30,AZUL,AZUL,PT8H20M,500,1,228 kg de CO2e 37% mais emissões,228,2.318,"06/01/2026, 21:49:18"
iQLFZFZi,FOR,CNF,11:05,18:30,AZUL,AZUL,PT7H25M,445,1,230 kg de CO2e 38% mais emissões,230,2.318,"06/01/2026, 21:49:18"
TiqPknQu,FOR,CNF,14:10,20:35,LATAM,LATAM | AZUL,PT6H25M,385,1,268 kg de CO2e 60% mais emissões,268,2.346,"06/01/2026, 21:49:18"
BcJKv5ND,FOR,CNF,04:05,11:25+1,AZUL,AZUL,PT31H20M,1880,2,466 kg de CO2e 179% mais emissões,466,2.368,"06/01/2026, 21:49:18"
LdoZiczV,FOR,CNF,04:05,11:25+1,AZUL,AZUL,PT31H20M,1880,2,470 kg de CO2e 181% mais emissões,470,2.38,"06/01/2026, 21:49:18"
MvZHiSNC,FOR,CNF,15:45,20:50,AZUL,AZUL,PT5H5M,305,1,230 kg de CO2e 38% mais emissões,230,2.494,"06/01/2026, 21:49:18"
Jy6azwkQ,FOR,CNF,09:40,20:50,AZUL,AZUL,PT11H10M,670,1,307 kg de CO2e 84% mais emissões,307,2.511,"06/01/2026, 21:49:18"
mqnpCbBC,FOR,CNF,15:45,22:00,AZUL,AZUL,PT6H15M,375,1,230 kg de CO2e 38% mais emissões,230,2.523,"06/01/2026, 21:49:18"
5G7dFkXE,FOR,CNF,14:20,23:35,LATAM,LATAM,PT9H15M,555,2,289 kg de CO2e 73% mais emissões,289,2.532,"06/01/2026, 21:49:18"
NQLhnEFi,FOR,CNF,03:15,21:15,AZUL,AZUL,PT18H0M,1080,1,278 kg de CO2e 66% mais emissões,278,2.569,"06/01/2026, 21:49:18"
bi7yJiAo,FOR,CNF,06:00,18:30,AZUL,AZUL,PT12H30M,750,1,230 kg de CO2e 38% mais emissões,230,2.569,"06/01/2026, 21:49:18"
7PcRPr9i,FOR,CNF,10:10,11:40+1,AZUL,AZUL,PT25H30M,1530,1,228 kg de CO2e 37% mais emissões,228,2.569,"06/01/2026, 21:49:18"
cHXzoTBM,FOR,CNF,10:10,13:45+1,AZUL,AZUL,PT27H35M,1655,1,228 kg de CO2e 37% mais emissões,228,2.569,"06/01/2026, 21:49:19"
iuuutyb4,FOR,CNF,11:05,11:40+1,AZUL,AZUL,PT24H35M,1475,1,230 kg de CO2e 38% mais emissões,230,2.569,"06/01/2026, 21:49:19"
aGuepTKz,FOR,CNF,11:05,13:45+1,AZUL,AZUL,PT26H40M,1600,1,230 kg de CO2e 38% mais emissões,230,2.569,"06/01/2026, 21:49:19"
MWTL9Gkq,FOR,CNF,12:50,15:40+1,AZUL,AZUL,PT26H50M,1610,1,242 kg de CO2e 45% mais emissões,242,2.569,"06/01/2026, 21:49:19"
kyhTEqAw,FOR,CNF,15:45,11:40+1,AZUL,AZUL,PT19H55M,1195,1,230 kg de CO2e 38% mais emissões,230,2.569,"06/01/2026, 21:49:19"
24tN9AZu,FOR,CNF,15:45,13:45+1,AZUL,AZUL,PT22H0M,1320,1,230 kg de CO2e 38% mais emissões,230,2.569,"06/01/2026, 21:49:19"
Q57zkbfk,FOR,CNF,19:45,11:40+1,AZUL,AZUL,PT15H55M,955,1,230 kg de CO2e 38% mais emissões,230,2.569,"06/01/2026, 21:49:19"
HaFLu8om,FOR,CNF,19:45,13:45+1,AZUL,AZUL,PT18H0M,1080,1,230 kg de CO2e 38% mais emissões,230,2.569,"06/01/2026, 21:49:19"
NJiZ4M3E,FOR,CNF,19:45,20:35+1,AZUL,AZUL,PT24H50M,1490,1,242 kg de CO2e 45% mais emissões,242,2.569,"06/01/2026, 21:49:19"
drqj7TYk,FOR,CNF,19:45,20:50+1,AZUL,AZUL,PT25H5M,1505,1,230 kg de CO2e 38% mais emissões,230,2.569,"06/01/2026, 21:49:19"
N2uCzgxf,FOR,CNF,04:05,15:05,AZUL,AZUL,PT11H0M,660,2,362 kg de CO2e 117% mais emissões,362,2.673,"06/01/2026, 21:49:19"
GVw8tQVn,FOR,CNF,04:05,15:05,AZUL,AZUL,PT11H0M,660,2,362 kg de CO2e 117% mais emissões,362,2.673,"06/01/2026, 21:49:19"
8D2oy3gY,FOR,CNF,15:45,18:30+1,AZUL,AZUL,PT26H45M,1605,1,230 kg de CO2e 38% mais emissões,230,2.716,"06/01/2026, 21:49:19"
XvbdUJeB,FOR,CNF,19:45,18:30+1,AZUL,AZUL,PT22H45M,1365,1,230 kg de CO2e 38% mais emissões,230,2.716,"06/01/2026, 21:49:19"
o2amsBct,FOR,CNF,04:05,15:05,AZUL,AZUL,PT11H0M,660,2,362 kg de CO2e 117% mais emissões,362,2.805,"06/01/2026, 21:49:19"
35TPmSVQ,FOR,CNF,03:50,16:10,LATAM,LATAM | AZUL,PT12H20M,740,1,284 kg de CO2e 70% mais emissões,284,2.986,"06/01/2026, 21:49:19"
P8RYVqQA,FOR,CNF,20:30,05:15+1,AZUL,AZUL,PT8H45M,525,1,307 kg de CO2e 84% mais emissões,307,3.259,"06/01/2026, 21:49:19"
TdVoJ6au,FOR,CNF,03:15,15:05,AZUL,AZUL,PT11H50M,710,2,331 kg de CO2e 98% mais emissões,331,3.261,"06/01/2026, 21:49:19"
JKnW6qGH,FOR,CNF,03:15,15:05,AZUL,AZUL,PT11H50M,710,2,331 kg de CO2e 98% mais emissões,331,3.261,"06/01/2026, 21:49:19"
mmouaigg,FOR,CNF,10:10,18:35,AZUL,AZUL,PT8H25M,505,2,345 kg de CO2e 107% mais emissões,345,3.43,"06/01/2026, 21:49:19"
5tmyweAb,FOR,CNF,10:10,21:25,AZUL,AZUL,PT11H15M,675,2,357 kg de CO2e 114% mais emissões,357,3.43,"06/01/2026, 21:49:19"
FdNyK2te,FOR,CNF,12:50,21:25,AZUL,AZUL,PT8H35M,515,2,295 kg de CO2e 77% mais emissões,295,3.561,"06/01/2026, 21:49:19"
HW7o3ZLd,FOR,CNF,06:00,15:00,AZUL,AZUL,PT9H0M,540,2,360 kg de CO2e 116% mais emissões,360,3.567,"06/01/2026, 21:49:19"
3ySCFq5v,FOR,CNF,06:00,16:10,AZUL,AZUL,PT10H10M,610,2,360 kg de CO2e 116% mais emissões,360,3.567,"06/01/2026, 21:49:19"
B9ZYqfvj,FOR,CNF,06:00,17:05,AZUL,AZUL,PT11H5M,665,2,360 kg de CO2e 116% mais emissões,360,3.567,"06/01/2026, 21:49:19"
6VnkWXGo,FOR,CNF,10:10,19:55,AZUL,AZUL | LATAM,PT9H45M,585,2,338 kg de CO2e 102% mais emissões,338,3.57,"06/01/2026, 21:49:19"
3WxkVYAm,FOR,CNF,10:10,20:35,AZUL,AZUL,PT10H25M,625,2,305 kg de CO2e 83% mais emissões,305,3.678,"06/01/2026, 21:49:20"
HhVWqi2B,FOR,CNF,10:10,19:25,AZUL,AZUL | GOL,PT9H15M,555,2,330 kg de CO2e 98% mais emissões,330,3.683,"06/01/2026, 21:49:20"
NE6ntK4o,FOR,CNF,06:00,15:25,AZUL,AZUL | LATAM,PT9H25M,565,2,341 kg de CO2e 104% mais emissões,341,3.938,"06/01/2026, 21:49:20"
