id,origin_iata,destination_iata,departure_time_local,arrival_time_local,main_airline,all_airlines,duration_iso8601,duration_minutes,num_stops,emissions_raw,emissions_co2e_kg,price,extracted_at
ULdeSzcd,FOR,CNF,03:15,15:40,AZUL,AZUL,PT12H25M,745,1,0,0,2.920,"01/02/2026, 00:40:53"
KFjp583C,FOR,CNF,06:00,13:55,AZUL,AZUL,PT7H55M,475,1,0,0,2.965,"01/02/2026, 00:40:53"
8TbzgwXY,FOR,CNF,22:25,07:10+1,GOL,GOL | AZUL,PT8H45M,525,1,0,0,3.002,"01/02/2026, 00:40:53"
CAQMM9pN,FOR,CNF,03:15,21:15,AZUL,AZUL,PT18H0M,1080,1,0,0,3.046,"01/02/2026, 00:40:53"
CD8oc2gt,FOR,CNF,03:15,22:40,AZUL,AZUL,PT19H25M,1165,1,0,0,3.046,"01/02/2026, 00:40:53"
8py727tN,FOR,CNF,03:15,07:30+1,AZUL,AZUL,PT28H15M,1695,1,0,0,3.046,"01/02/2026, 00:40:53"
c24fJgyN,FOR,CNF,06:00,05:20+1,AZUL,AZUL,PT23H20M,1400,1,0,0,3.046,"01/02/2026, 00:40:53"
Cxj6Fppt,FOR,CNF,10:10,11:40+1,AZUL,AZUL,PT25H30M,1530,1,0,0,3.046,"01/02/2026, 00:40:53"
cG9rcNvd,FOR,CNF,10:10,13:45+1,AZUL,AZUL,PT27H35M,1655,1,0,0,3.046,"01/02/2026, 00:40:53"
BqYHYsAb,FOR,CNF,15:45,11:40+1,AZUL,AZUL,PT19H55M,1195,1,0,0,3.046,"01/02/2026, 00:40:53"
i6pQ6knd,FOR,CNF,15:45,13:45+1,AZUL,AZUL,PT22H0M,1320,1,0,0,3.046,"01/02/2026, 00:40:53"
S9PnM4cJ,FOR,CNF,15:45,18:30+1,AZUL,AZUL,PT26H45M,1605,1,0,0,3.046,"01/02/2026, 00:40:53"
cxj6wznx,FOR,CNF,19:45,11:40+1,AZUL,AZUL,PT15H55M,955,1,0,0,3.046,"01/02/2026, 00:40:53"
5JzEe2gL,FOR,CNF,19:45,13:45+1,AZUL,AZUL,PT18H0M,1080,1,0,0,3.046,"01/02/2026, 00:40:54"
VTi6n6kg,FOR,CNF,19:45,18:30+1,AZUL,AZUL,PT22H45M,1365,1,0,0,3.046,"01/02/2026, 00:40:54"
AB9FmiQk,FOR,CNF,14:10,20:35,LATAM,LATAM | AZUL,PT6H25M,385,1,0,0,3.085,"01/02/2026, 00:40:54"
AoDQXnBD,FOR,CNF,12:10,19:55,GOL,GOL,PT7H45M,465,1,0,0,3.088,"01/02/2026, 00:40:54"
7SJ95eft,FOR,CNF,18:15,21:00,AZUL,AZUL,PT2H45M,165,0,0,0,3.101,"01/02/2026, 00:40:54"
7kw6jX8q,FOR,CNF,14:15,20:40,LATAM,LATAM | AZUL,PT6H25M,385,1,0,0,3.113,"01/02/2026, 00:40:54"
nKtPvnoU,FOR,CNF,12:40,20:35,GOL,GOL | AZUL,PT7H55M,475,1,0,0,3.145,"01/02/2026, 00:40:54"
KQDwXKLd,FOR,CNF,06:00,14:50,AZUL,AZUL,PT8H50M,530,1,0,0,3.175,"01/02/2026, 00:40:54"
hUPiYAia,FOR,CNF,09:40,05:15+1,AZUL,AZUL,PT19H35M,1175,1,0,0,3.195,"01/02/2026, 00:40:54"
hxyg8Q6Q,FOR,CNF,12:50,07:30+1,AZUL,AZUL,PT18H40M,1120,1,0,0,3.195,"01/02/2026, 00:40:54"
Ubv5MGeG,FOR,CNF,12:50,09:05+1,AZUL,AZUL,PT20H15M,1215,1,0,0,3.195,"01/02/2026, 00:40:54"
jVjQUgSY,FOR,CNF,12:50,10:50+1,AZUL,AZUL,PT22H0M,1320,1,0,0,3.195,"01/02/2026, 00:40:54"
7Qms67TW,FOR,CNF,12:50,13:20+1,AZUL,AZUL,PT24H30M,1470,1,0,0,3.195,"01/02/2026, 00:40:54"
HqTbfc77,FOR,CNF,12:50,15:40+1,AZUL,AZUL,PT26H50M,1610,1,0,0,3.195,"01/02/2026, 00:40:54"
VFboYf6M,FOR,CNF,20:30,19:35+1,AZUL,AZUL,PT23H5M,1385,2,0,0,3.196,"01/02/2026, 00:40:54"
g5MUyETv,FOR,CNF,20:30,19:55+1,AZUL,AZUL,PT23H25M,1405,1,0,0,3.196,"01/02/2026, 00:40:54"
mM3KYtRm,FOR,CNF,06:00,19:45,LATAM,LATAM,PT13H45M,825,2,0,0,3.202,"01/02/2026, 00:40:54"
g5227XGk,FOR,CNF,06:00,21:15,AZUL,AZUL,PT15H15M,915,3,0,0,3.207,"01/02/2026, 00:40:54"
2eKRx4yd,FOR,CNF,10:10,18:30,AZUL,AZUL,PT8H20M,500,1,0,0,3.211,"01/02/2026, 00:40:54"
4CfbNqVW,FOR,CNF,20:05,07:10+1,LATAM,LATAM | AZUL,PT11H5M,665,1,0,0,3.365,"01/02/2026, 00:40:54"
HwTd8L8G,FOR,CNF,16:45,23:35,LATAM,LATAM,PT6H50M,410,1,0,0,3.397,"01/02/2026, 00:40:54"
U2bMMpJv,FOR,CNF,15:45,22:00,AZUL,AZUL,PT6H15M,375,1,0,0,3.491,"01/02/2026, 00:40:55"
En3er3LS,FOR,CNF,15:45,20:50,AZUL,AZUL,PT5H5M,305,1,0,0,3.623,"01/02/2026, 00:40:55"
R7eX34zd,FOR,CNF,14:20,23:35,LATAM,LATAM,PT9H15M,555,2,0,0,3.631,"01/02/2026, 00:40:55"
98p6WgA6,FOR,CNF,06:00,15:05,AZUL,AZUL,PT9H5M,545,2,0,0,3.756,"01/02/2026, 00:40:55"
DcvX94qW,FOR,CNF,22:25,11:10+1,GOL,GOL | AZUL,PT12H45M,765,1,0,0,4.118,"01/02/2026, 00:40:55"
6kywzqVk,FOR,CNF,04:05,11:45,AZUL,AZUL,PT7H40M,460,1,0,0,4.138,"01/02/2026, 00:40:55"
RGkRPg8e,FOR,CNF,04:05,12:50,AZUL,AZUL,PT8H45M,525,1,0,0,4.138,"01/02/2026, 00:40:55"
5eoguMuw,FOR,CNF,04:05,15:00,AZUL,AZUL,PT10H55M,655,1,0,0,4.138,"01/02/2026, 00:40:55"
P2j58gAU,FOR,CNF,04:05,16:10,AZUL,AZUL,PT12H5M,725,1,0,0,4.138,"01/02/2026, 00:40:55"
JqZPqicu,FOR,CNF,04:05,17:05,AZUL,AZUL,PT13H0M,780,1,0,0,4.138,"01/02/2026, 00:40:55"
UPfT6kjr,FOR,CNF,14:15,21:50,LATAM,LATAM,PT7H35M,455,1,0,0,4.216,"01/02/2026, 00:40:55"
F7KYEiFq,FOR,CNF,11:05,18:30,AZUL,AZUL,PT7H25M,445,1,0,0,4.226,"01/02/2026, 00:40:55"
Jq5hiqfJ,FOR,CNF,02:25,08:35,LATAM,LATAM | GOL,PT6H10M,370,1,0,0,4.620,"01/02/2026, 00:40:55"
6pBT5e9H,FOR,CNF,04:40,11:10,LATAM,LATAM | AZUL,PT6H30M,390,1,0,0,1.937,"01/02/2026, 00:55:05"
k2RH3xE6,FOR,CNF,01:45,06:55,GOL,GOL,PT5H10M,310,1,0,0,2.071,"01/02/2026, 00:55:05"
coF4x7ij,FOR,CNF,04:40,09:50,LATAM,LATAM,PT5H10M,310,1,0,0,2.118,"01/02/2026, 00:55:05"
hAAYPgLq,FOR,CNF,06:00,15:05,LATAM,LATAM | AZUL,PT9H5M,545,1,0,0,1.932,"01/02/2026, 00:55:05"
dKFL6HmJ,FOR,CNF,06:00,20:35,LATAM,LATAM | AZUL,PT14H35M,875,1,0,0,1.932,"01/02/2026, 00:55:06"
aSFTLuH9,FOR,CNF,06:00,07:10+1,LATAM,LATAM | AZUL,PT25H10M,1510,1,0,0,1.932,"01/02/2026, 00:55:06"
KKGVVs3A,FOR,CNF,02:05,11:10,LATAM,LATAM | AZUL,PT9H5M,545,1,0,0,1.937,"01/02/2026, 00:55:06"
NGVCCCVE,FOR,CNF,06:00,15:00,LATAM,LATAM | AZUL,PT9H0M,540,1,0,0,1.957,"01/02/2026, 00:55:06"
bvrckGyr,FOR,CNF,06:00,16:10,LATAM,LATAM | AZUL,PT10H10M,610,1,0,0,1.957,"01/02/2026, 00:55:06"
FpzP4Hqe,FOR,CNF,06:00,17:05,LATAM,LATAM | AZUL,PT11H5M,665,1,0,0,1.957,"01/02/2026, 00:55:06"
EvrHYQbK,FOR,CNF,06:00,15:40,LATAM,LATAM | AZUL,PT9H40M,580,1,0,0,2.029,"01/02/2026, 00:55:06"
TDoTfQgG,FOR,CNF,02:05,09:30,LATAM,LATAM,PT7H25M,445,1,0,0,2.058,"01/02/2026, 00:55:06"
S6QA3WAR,FOR,CNF,06:00,14:55,LATAM,LATAM,PT8H55M,535,1,0,0,2.058,"01/02/2026, 00:55:06"
ji7nAckL,FOR,CNF,04:35,10:00,GOL,GOL,PT5H25M,325,1,0,0,2.071,"01/02/2026, 00:55:06"
T9rgAjxp,FOR,CNF,03:50,12:25,LATAM,LATAM,PT8H35M,515,1,0,0,2.118,"01/02/2026, 00:55:06"
kTWYtZ45,FOR,CNF,03:50,15:25,LATAM,LATAM,PT11H35M,695,1,0,0,2.118,"01/02/2026, 00:55:06"
ncTKstNT,FOR,CNF,04:40,14:55,LATAM,LATAM,PT10H15M,615,1,0,0,2.118,"01/02/2026, 00:55:06"
fhkGpFz5,FOR,CNF,04:40,15:45,LATAM,LATAM,PT11H5M,665,1,0,0,2.118,"01/02/2026, 00:55:06"
BoBxRK46,FOR,CNF,06:00,17:25,LATAM,LATAM,PT11H25M,685,1,0,0,2.122,"01/02/2026, 00:55:06"
P5trBnPv,FOR,CNF,06:00,19:10,LATAM,LATAM,PT13H10M,790,1,0,0,2.122,"01/02/2026, 00:55:06"
SbVeSeRn,FOR,CNF,06:00,23:35,LATAM,LATAM,PT17H35M,1055,1,0,0,2.122,"01/02/2026, 00:55:06"
JMNjPg4R,FOR,CNF,01:45,08:35,GOL,GOL,PT6H50M,410,1,0,0,2.150,"01/02/2026, 00:55:06"
CoJHzXu3,FOR,CNF,02:10,10:30,GOL,GOL,PT8H20M,500,1,0,0,2.150,"01/02/2026, 00:55:06"
Ghke9tpK,FOR,CNF,04:35,10:25,GOL,GOL,PT5H50M,350,1,0,0,2.150,"01/02/2026, 00:55:06"
SAoSy3LX,FOR,CNF,04:35,11:40,GOL,GOL,PT7H5M,425,1,0,0,2.150,"01/02/2026, 00:55:06"
3DAMWjsV,FOR,CNF,14:05,22:35,GOL,GOL,PT8H30M,510,1,0,0,2.150,"01/02/2026, 00:55:06"
DkmVidf4,FOR,CNF,17:20,22:20,GOL,GOL,PT5H0M,300,1,0,0,2.150,"01/02/2026, 00:55:06"
EpwmMuYt,FOR,CNF,22:25,10:30+1,GOL,GOL,PT12H5M,725,1,0,0,2.150,"01/02/2026, 00:55:07"
ci5ZrZGw,FOR,CNF,02:05,14:55,LATAM,LATAM,PT12H50M,770,1,0,0,2.150,"01/02/2026, 00:55:07"
D2Lt7w3A,FOR,CNF,02:05,17:25,LATAM,LATAM,PT15H20M,920,1,0,0,2.150,"01/02/2026, 00:55:07"
AKULqkvq,FOR,CNF,02:05,19:10,LATAM,LATAM,PT17H5M,1025,1,0,0,2.150,"01/02/2026, 00:55:07"
RpPvo2ES,FOR,CNF,04:40,17:25,LATAM,LATAM,PT12H45M,765,1,0,0,2.150,"01/02/2026, 00:55:07"
gxuoaraT,FOR,CNF,04:40,19:10,LATAM,LATAM,PT14H30M,870,1,0,0,2.150,"01/02/2026, 00:55:07"
fKoaaLR2,FOR,CNF,04:40,15:05,LATAM,LATAM | AZUL,PT10H25M,625,1,0,0,2.201,"01/02/2026, 00:55:07"
6YF68kQZ,FOR,CNF,01:45,10:00,GOL,GOL,PT8H15M,495,2,0,0,2.267,"01/02/2026, 00:55:07"
mpqFUGKy,FOR,CNF,04:35,17:20,GOL,GOL,PT12H45M,765,2,0,0,2.267,"01/02/2026, 00:55:07"
6ynoSiLu,FOR,CNF,04:40,07:25+1,LATAM,LATAM | AZUL,PT26H45M,1605,2,0,0,2.327,"01/02/2026, 00:55:07"
kgFgNn3y,FOR,CNF,01:45,14:20,GOL,GOL,PT12H35M,755,2,0,0,2.353,"01/02/2026, 00:55:07"
MVBzRnPF,FOR,CNF,02:10,17:20,GOL,GOL,PT15H10M,910,2,0,0,2.353,"01/02/2026, 00:55:07"
GBAa4wXq,FOR,CNF,04:35,14:20,GOL,GOL,PT9H45M,585,2,0,0,2.353,"01/02/2026, 00:55:07"
RnxBLV2f,FOR,CNF,04:35,14:55,GOL,GOL,PT10H20M,620,2,0,0,2.353,"01/02/2026, 00:55:07"
i7BcADWd,FOR,CNF,04:35,15:40,GOL,GOL,PT11H5M,665,2,0,0,2.353,"01/02/2026, 00:55:07"
jrK7aFiZ,FOR,CNF,04:35,22:20,GOL,GOL,PT17H45M,1065,2,0,0,2.353,"01/02/2026, 00:55:07"
9RxJoM9d,FOR,CNF,22:25,10:00+1,GOL,GOL,PT11H35M,695,2,0,0,2.353,"01/02/2026, 00:55:07"
3dBWVQBa,FOR,CNF,03:50,15:45,LATAM,LATAM,PT11H55M,715,2,0,0,2.365,"01/02/2026, 00:55:07"
9jqrSksN,FOR,CNF,03:50,15:45,LATAM,LATAM,PT11H55M,715,2,0,0,2.365,"01/02/2026, 00:55:07"
P3gCbUBh,FOR,CNF,04:40,14:55,LATAM,LATAM,PT10H15M,615,2,0,0,2.365,"01/02/2026, 00:55:08"
YegTfvrG,FOR,CNF,04:40,15:45,LATAM,LATAM,PT11H5M,665,2,0,0,2.365,"01/02/2026, 00:55:08"
N4Wodxyb,FOR,CNF,04:40,17:25,LATAM,LATAM,PT12H45M,765,2,0,0,2.365,"01/02/2026, 00:55:08"
gy2XybJK,FOR,CNF,04:40,17:25,LATAM,LATAM,PT12H45M,765,2,0,0,2.365,"01/02/2026, 00:55:08"
QLPKN8tx,FOR,CNF,10:30,22:10,LATAM,LATAM,PT11H40M,700,1,0,0,2.365,"01/02/2026, 00:55:08"
ASLc8XHA,FOR,CNF,14:15,21:50,LATAM,LATAM,PT7H35M,455,2,0,0,2.365,"01/02/2026, 00:55:08"
